keys,ja,en
ITEM_NAME_2880,ハンズオブレイン,Hands of Rain
ITEM_NAME_2882,ストリクトルーリング,Strict Ruling
ITEM_NAME_2883,ブリリアンス,Brilliance
ITEM_NAME_2884,レアウドンウォール,Rare Wooden Wall
ITEM_NAME_2885,メガリス,Megalith
ITEM_NAME_2886,ブルーカイト,Blue Kite
ITEM_NAME_2887,シャトーシェード,Setzschild
ITEM_NAME_2888,ライアコンヘッド,Embossed Head
ITEM_NAME_2889,バロールグレア,Valor Glare
ITEM_NAME_2890,バスティオン,Bastion
ITEM_NAME_2891,マークオブアドバンス,Mark of the Advance
ITEM_NAME_2892,エンジェルスキン,Angelskin
ITEM_NAME_2893,ゾンビグレイブ,Zombie Grave
ITEM_NAME_2894,チェインドセパルカ,Chained Sepulchre
ITEM_NAME_2895,タイラントスケイル,Tyrant's Scale
ITEM_NAME_2896,エヴァーブレイブ,Everbrave
ITEM_NAME_2897,セイヴァーフォート,Savior Fort
ITEM_NAME_2898,フェイタルダイアグラム,Fatal Diagram
ITEM_NAME_2899,ビザンティンガード,Byzantine Guard
ITEM_NAME_2900,ウィザードオブウィザード,Wizard's Vizard
ITEM_NAME_2901,エンゲイジメント,Engagement
ITEM_NAME_2902,デッドマンズウォール,Dead Man's Wall
ITEM_NAME_2903,ヘヴンズドア,Heaven's Door
ITEM_NAME_2904,プラタナス,Platanus
ITEM_NAME_2905,アンブレイカブル,Unbreakable
ITEM_NAME_2906,ブラックアイギス,Black Aegis
ITEM_NAME_2907,ヘルズキーパー,Hell's Keeper
ITEM_NAME_2908,イルミナティーズウォッチ,Illuminati's Watch
ITEM_NAME_2909,デュアルセンチネル,Dual Sentinel
ITEM_NAME_2910,Ｄ.Ｒ.Ｉ.Ｐ.,D.R.I.P.
ITEM_NAME_2911,ウェイキングディザスター,Waking Disaster
ITEM_NAME_2912,バルディッシュダガー,Bardiche Daggers
ITEM_NAME_2913,スロートカッター,Throatcutters
ITEM_NAME_2914,スティレット,Stilettos
ITEM_NAME_2915,ヴォウジェダガー,Vouge Daggers
ITEM_NAME_2916,ダキアエネシス,Daciaensis
ITEM_NAME_2917,ヘブンリーエッジ,Heavenly Edge
ITEM_NAME_2918,シニストラ,Sinistra
ITEM_NAME_2919,ブッシュワッカー,Bushwackers
ITEM_NAME_2920,トリスケーレ,Triskele
ITEM_NAME_2922,リザードスタッフド,Saurian's Bane
ITEM_NAME_2923,ヒロイックスピアー,Heroic Spears
ITEM_NAME_2924,ブリッツダガー,Blitz Daggers
ITEM_NAME_2925,トータルエングレイバー,Total Engravers
ITEM_NAME_2926,クライシスアヴォイド,Crisis Avoid
ITEM_NAME_2928,ライオンハーテッド,Lionhearted
ITEM_NAME_2929,プレージュドー,Prejuízo
ITEM_NAME_2930,ライジングサン,Rising Sun
ITEM_NAME_2931,サドネスアンドグラドネス,Sadness and Gladness
ITEM_NAME_2932,ニルヴァーナ,Nirvana
ITEM_NAME_2933,アポプトーシス,Apoptosis
ITEM_NAME_2934,ダンスマカブル,Danse Macabre
ITEM_NAME_2935,プレデターファング,Predator Fang
ITEM_NAME_2936,クリスナーガヴェイン,Kris Naga Vein
ITEM_NAME_2937,アゾット,Azoth
ITEM_NAME_2938,スピリッツエッジ,Spirit's Edge
ITEM_NAME_2939,クロノススレイヤー,Chronos Slayer
ITEM_NAME_2940,フィアーデストラクション,Fear Destruction
ITEM_NAME_2941,クレセントワンズ,Crescent Wand
ITEM_NAME_2942,フィアスホーン,Fierce Horn
ITEM_NAME_2943,マジカルブランチ,Magickal Branch
ITEM_NAME_2944,エクリプス,Eclipse
ITEM_NAME_2945,ソーサラーワンズ,Sorcerer's Wand
ITEM_NAME_2946,ソウルハーヴェスト,Soul Harvest
ITEM_NAME_2947,ルナサーガ,Lunar Saga
ITEM_NAME_2948,ヴァリアントホーン,Valiant Horn
ITEM_NAME_2949,ツイストサーペント,Twisted Serpent
ITEM_NAME_2950,グラブドハート,Grabbed Heart
ITEM_NAME_2951,イビルアイスペシメンス,Evil Eye Specimen
ITEM_NAME_2952,エンシャントホーン,Ancient Horn
ITEM_NAME_2953,パイアスルーツ,Pious Roots
ITEM_NAME_2954,リリースオブフォーチュン,Release of Fortune
ITEM_NAME_2955,イデアライズ,Idealise
ITEM_NAME_2956,フライトラズリーン,Flight Lazurine
ITEM_NAME_2957,エキストラクター,Extractor
ITEM_NAME_2958,グレイスオブアポロ,Grace of Apollo
ITEM_NAME_2959,ルズレスエンフォーサー,Ruthless Enforcer
ITEM_NAME_2960,アビスドゥエラー,Abyss Dweller
ITEM_NAME_2961,サインオブメナス,Sign of Menace
ITEM_NAME_2962,フィロソフィア,Philosophia
ITEM_NAME_2963,邪眼の大杖,Archistaff of the Evil Eye
ITEM_NAME_2964,デビュデラヴィ,Début de la Vie
ITEM_NAME_2965,レゾンデートル,Raison D'être
ITEM_NAME_2966,パーペチュアルダーク,Perpetual Dark
ITEM_NAME_2967,解放者の錫杖,Archistaff of the Liberator
ITEM_NAME_2968,パピヨンレーヴ,Papillon Rêve
ITEM_NAME_2969,ヴィクトリーズヘラルド,Victory's Herald
ITEM_NAME_2970,シュルトウントズューネ,Schild und Sühne
ITEM_NAME_2971,ムーンナハトシュテル,Mondnacht Schütteln
ITEM_NAME_2972,モルゲングリューエン,Morgenglühen
ITEM_NAME_2973,グルックスラッド,Glücksrad
ITEM_NAME_2974,アスプロネライダ,Aspro Neraida
ITEM_NAME_2975,ヴォルテクスフロウ,Vortex Flow
ITEM_NAME_2976,ガンボルツァイト,Gunvoltzeit
ITEM_NAME_2977,ツァウバークラフト,Zauberkraft
ITEM_NAME_2978,ヴァイスメルクマール,Weiß Merkmale
ITEM_NAME_2979,デンメルングリヒト,Dämmerungslicht
ITEM_NAME_2980,ミーテムサイカーシス,Metempsychosis
ITEM_NAME_2981,ケーリュケイオン,Kerukeion
ITEM_NAME_2982,ジークシュトラーセ,Siegstraße
ITEM_NAME_2983,クーニストラウム,Kunstraum
ITEM_NAME_2984,レリジャスビヨンド,Religious Beyond
ITEM_NAME_2985,ゴルトイーファイ,Goldify
ITEM_NAME_2986,アンフィニッシュド,Unfinished
ITEM_NAME_2987,グロスグラウベン,Großglauben
ITEM_NAME_2988,ファーサイテッドアイ,Farsighted Eye
ITEM_NAME_2989,フィトスポロス,Phytospóros
ITEM_NAME_2990,クリフォプロセウケー,Krifo Proseuché
ITEM_NAME_2991,レイゼホフヌン,Reize Hoffnung
ITEM_NAME_2992,ブレデスモス,Vredesmos
ITEM_NAME_2993,ガラントボーゲン,Galant Bogen
ITEM_NAME_2994,ハイリガーベルグ,Heiliger Berg
ITEM_NAME_2995,ケッツァーツウィリンゲ,Ketzer Zwillinge
ITEM_NAME_2996,フラウスゲフュール,Frausgefühl
ITEM_NAME_2997,フィナーレンシュラグ,Finalen Schlag
ITEM_NAME_2998,エンピリアルフォース,Empyreal Force
ITEM_NAME_2999,レイジングトゥルース,Raging Truth
ITEM_NAME_3000,ウォーブレード,Warblade
ITEM_NAME_3001,シャープコルム,Sharp Column
ITEM_NAME_3002,アイアンアーチン,Iron Urchin
ITEM_NAME_3003,フランベルジュ,Flamberge
ITEM_NAME_3004,ランスソード,Lance Sword
ITEM_NAME_3005,マッシブハンマー,Massive Hammer
ITEM_NAME_3006,デスアダー,Dissuader
ITEM_NAME_3007,フランベルジュフォーリン,Foreign Flamberge
ITEM_NAME_3008,エレンクリーガー,Elfenkrieger
ITEM_NAME_3009,グラップビクトリー,Glyph Victory
ITEM_NAME_3010,ＤＤＤ,D D D
ITEM_NAME_3011,ノブレスオブリージュ,Noblesse Oblige
ITEM_NAME_3012,デモリッシュハンマー,Demolish Hammer
ITEM_NAME_3013,セイビングブレイス,Saving Grace
ITEM_NAME_3014,エッグスオブアゴニー,Egg of Agony
ITEM_NAME_3015,トモスコロモス,Tomos Chromos
ITEM_NAME_3016,ブラックマター,Black Matter
ITEM_NAME_3018,オリュンポス,Olympus
ITEM_NAME_3019,ゴルディオン,Gordion
ITEM_NAME_3020,トライヘッド,Tri-Head
ITEM_NAME_3021,ギルガメッシュランス,Gilgamesh Lance
ITEM_NAME_3022,ハーテンクリンガ,Hartenklinger
ITEM_NAME_3023,チェストブレイカー,Chestbreaker
ITEM_NAME_3025,ダインスレイフ,Dáinsleif
ITEM_NAME_3026,ビーストシンボル,Beast Symbol
ITEM_NAME_3027,アナザーディメンション,Another Dimension
ITEM_NAME_3029,アルビオン,Albion
ITEM_NAME_3030,カロシタス,Callositas
ITEM_NAME_3031,フェルムグラウィス,Ferrum Gravis
ITEM_NAME_3032,メメントモリ,Memento Mori
ITEM_NAME_3033,ロボストゥム,Robustum
ITEM_NAME_3034,アエテルニタス,Aeternitas
ITEM_NAME_3036,ホネスタティス,Honestatis
ITEM_NAME_3037,ベラトール,Bellator
ITEM_NAME_3038,アニスペクティドホース,Unexpected Force
ITEM_NAME_3039,フェイタスグランス,Fates' Glance
ITEM_NAME_3040,ウェリタス,Veritas
ITEM_NAME_3041,アニムス,Animus
ITEM_NAME_3042,テスタメントスケイル,Testament Scale
ITEM_NAME_3043,ウィクトル,Victor
ITEM_NAME_3044,アルカヌム,Arcanum
ITEM_NAME_3045,ケントゥリア,Centuria
ITEM_NAME_3046,アダマント,Adamant
ITEM_NAME_3047,オスティウム,Ostium
ITEM_NAME_3048,ポルタイルーキス,Portae Lucis
ITEM_NAME_3049,ローレムクビト,Rorem Cubito
ITEM_NAME_3050,ブラチウムスピリタス,Brachium Spiritus
ITEM_NAME_3051,ソリテューデ,Solitude
ITEM_NAME_3052,ニグラムコルプス,Nigrum Corpus
ITEM_NAME_3053,テネブライドラジェル,Tenebrae de Ragel
ITEM_NAME_3054,イクツステラム,Ichthus Terram
ITEM_NAME_3056,アルスマグナ,Ars Magna
ITEM_NAME_3057,ホーンドヘルム,Horned Helm
ITEM_NAME_3058,ウルフヘッド,Wolf Head
ITEM_NAME_3059,ブロンズヘルム,Bronze Helm
ITEM_NAME_3060,ブロンズサーリット,Bronze Sallet
ITEM_NAME_3061,ハイドアーマー,Hide Armor
ITEM_NAME_3062,ブロンズプレート,Bronze Plate
ITEM_NAME_3063,ドレッドアーマー,Dread Armor
ITEM_NAME_3064,ガウディアーマー,Gaudy Armor
ITEM_NAME_3065,バトルグリーブ,Battle Greaves
ITEM_NAME_3066,ブロンズシューズ,Bronze Shoes
ITEM_NAME_3067,カッパーグリーブ,Copper Greaves
ITEM_NAME_3068,ガウディグリーブ,Gaudy Greaves
ITEM_NAME_3069,レザーグラブ,Leather Gloves
ITEM_NAME_3070,ブロンズガード,Bronze Guard
ITEM_NAME_3071,エンブレムアーム,Emblem Arms
ITEM_NAME_3072,ガウディブレイス,Gaudy Bracers
ITEM_NAME_3073,レザーキャップ,Leather Cap
ITEM_NAME_3074,レザーフード,Leather Hood
ITEM_NAME_3075,トラベラーズフード,Traveler's Hood
ITEM_NAME_3076,紅革のキャップ,Red Leather Cap
ITEM_NAME_3077,ブレストアーマー,Breast Armor
ITEM_NAME_3078,カッパーロリカ,Copper Lorica
ITEM_NAME_3079,レザーアーマー,Leather Armor
ITEM_NAME_3080,ラメラージャケット,Lamellar Jacket
ITEM_NAME_3081,レザーボトム,Leather Bottoms
ITEM_NAME_3082,チェインレッグス,Chainmail Legs
ITEM_NAME_3083,スマートブーツ,Smart Boots
ITEM_NAME_3084,コンポジットボトム,Composite Bottoms
ITEM_NAME_3085,ワーカーグラブ,Worker Gloves
ITEM_NAME_3086,ブロンズブレイス,Bronze Bracers
ITEM_NAME_3087,弓使いの手袋,Archer's Gloves
ITEM_NAME_3088,ラボラーグラブ,Laborer Gloves
ITEM_NAME_3089,マジシャンズハット,Magician's Hat
ITEM_NAME_3090,術師のフード,Neophyte's Hood
ITEM_NAME_3091,ヒーラーフード,Healer's Hood
ITEM_NAME_3092,明けの光輪,Halo of Beginning
ITEM_NAME_3093,エプレンティスコート,Apprentice's Coat
ITEM_NAME_3094,ハロウドローブ,Hallowed Robe
ITEM_NAME_3095,ジョングルーラー,Jongleur's Wrap
ITEM_NAME_3096,ダルマティカ,Dalmatica
ITEM_NAME_3097,革のシューズ,Leather Shoes
ITEM_NAME_3098,術師のブーツ,Neophyte's Boots
ITEM_NAME_3099,草緑のシューズ,Grass-Green Shoes
ITEM_NAME_3100,サガシティシューズ,Sagacity Shoes
ITEM_NAME_3101,ブロンズバングル,Bronze Bangles
ITEM_NAME_3102,タイガーバングル,Tiger Bangles
ITEM_NAME_3103,マジシャンズバングル,Magician's Bangles
ITEM_NAME_3104,オーラバングル,Aura Bangles
ITEM_NAME_3105,ラウンドヘルム,Round Helm
ITEM_NAME_3106,ギャリソンズメット,Garrison's Helmet
ITEM_NAME_3107,ノーブルヘルム,Noble's Helm
ITEM_NAME_3108,セントリーヘルム,Sentry Helm
ITEM_NAME_3109,セージローブ,Sage's Robe
ITEM_NAME_3110,ギャリソンズジャケット,Garrison's Jacket
ITEM_NAME_3111,ノーブルジャケット,Noble Jacket
ITEM_NAME_3112,カームローブ,Calm Robe
ITEM_NAME_3113,エントリーブーツ,Entry Boots
ITEM_NAME_3114,ギャリソンズブーツ,Garrison's Boots
ITEM_NAME_3115,ノーブルグリーブ,Noble Greaves
ITEM_NAME_3116,セントリーブーツ,Sentry Boots
ITEM_NAME_3117,エントリーグラブ,Entry Gloves
ITEM_NAME_3118,ハードナックル,Hard Knuckles
ITEM_NAME_3119,ノーブルアーム,Noble Arm
ITEM_NAME_3120,パワードグラブ,Powered Gloves
ITEM_NAME_3121,ベネフィットマフラー,Benefit Muffler
ITEM_NAME_3122,ミンストレルバンド,Minstrel's Band
ITEM_NAME_3123,ステパノ,Stéphanos
ITEM_NAME_3124,盗賊マスク,Thief's Mask
ITEM_NAME_3125,サプライベスト,Supply Vest
ITEM_NAME_3126,トラベラーズベスト,Traveler's Vest
ITEM_NAME_3127,リーダーベスト,Leader's Vest
ITEM_NAME_3128,サプライボトム,Supply Bottoms
ITEM_NAME_3129,トラペゾイドブーツ,Trapezoid Boots
ITEM_NAME_3130,レザーハイブーツ,Leather High Boots
ITEM_NAME_3131,ベネフィットウェアS,Benefit Wear S
ITEM_NAME_3132,トゥーハンズ,Two Hands
ITEM_NAME_3133,コンバットハンズ,Combat Hands
ITEM_NAME_3134,チュニック,Tunic
ITEM_NAME_3135,トラベラーズシャツ,Traveler's Shirt
ITEM_NAME_3136,ブロンズスケイル,Bronze Scale
ITEM_NAME_3137,フィッシャーマンズシャツ,Fisherman's Shirt
ITEM_NAME_3138,チェインブレイサー,Chain Bracers
ITEM_NAME_3139,コンポジットベスト,Composite Vest
ITEM_NAME_3140,ショートパンツ,Short Pants
ITEM_NAME_3141,コットンホーズ,Cotton Hose
ITEM_NAME_3142,フィッシャーマンズパンツ,Fisherman's Pants
ITEM_NAME_3143,レザーパンツ,Leather Pants
ITEM_NAME_3144,デニムホーズ,Denim Hose
ITEM_NAME_3145,シーカータイツ,Seeker Tights
ITEM_NAME_3146,レザークローク,Leather Cloak
ITEM_NAME_3147,シェッドクローク,Shed Cloak
ITEM_NAME_3148,スカラークローク,Scholar Cloak
ITEM_NAME_3149,ブラウンケープ,Brown Cape
ITEM_NAME_3150,ナイトケープ,Knight's Cape
ITEM_NAME_3151,ベネフィットホーズS,Benefit Hose S
ITEM_NAME_3152,ベネフィットクローク,Benefit Cloak
ITEM_NAME_3153,ベネフィットウェアM,Benefit Wear M
ITEM_NAME_3154,ベネフィットホーズM,Benefit Hose M
ITEM_NAME_3155,ソレルヘルム,Sorel Helm
ITEM_NAME_3156,バードヘルム,Battle Helm
ITEM_NAME_3157,ブルートアーメット,Brute Armet
ITEM_NAME_3158,ドラグーンヘルム,Dragon's Helm
ITEM_NAME_3159,バトルサーリット,Battle Sallet
ITEM_NAME_3160,スタディヘルム,Sturdy Helm
ITEM_NAME_3161,セレニティヘルム,Serenity Helm
ITEM_NAME_3162,悪鬼の兜,Fiend's Helmet
ITEM_NAME_3163,ラプターヘルム,Raptor Helm
ITEM_NAME_3164,ルーテナントヘルム,Lieutenant's Helm
ITEM_NAME_3165,ヴァイキングヘルム,Viking Helm
ITEM_NAME_3166,ギガントヘッド,Gigant Head
ITEM_NAME_3167,ダスクヘルム,Dusk Helm
ITEM_NAME_3168,グリプスヘルム,Gryphus Helm
ITEM_NAME_3169,フェイスヘッド,Faith Head
ITEM_NAME_3170,シルバーサーリット,Silver Sallet
ITEM_NAME_3171,ガレアムグロリア,Galeam Gloria
ITEM_NAME_3172,ナイトヘッドヘルム,Knight Head Helm
ITEM_NAME_3173,ドゥールスガレア,Dolus Galea
ITEM_NAME_3174,オプティマス,Optimus
ITEM_NAME_3175,フェンリルヘッド,Fenrir Head
ITEM_NAME_3176,憤怒のマスク,Mask of Wrath
ITEM_NAME_3177,アミレックヘルム,Amilec Helm
ITEM_NAME_3178,ルベドヘルム,Rubedo Helm
ITEM_NAME_3179,蛮族王の兜,Barbarian Chief's Helm
ITEM_NAME_3180,魔獣のアーメット,Chimeric Armet
ITEM_NAME_3181,ソレムアーマー,Solemn Armor
ITEM_NAME_3182,ロックアーマー,Rock Armor
ITEM_NAME_3183,ヴァイスキュイラス,Vice Cuirass
ITEM_NAME_3184,ドラグーンブレスト,Dragon Breastplate
ITEM_NAME_3185,グランサーコート,Grand Surcoat
ITEM_NAME_3186,スタディプレート,Sturdy Plate
ITEM_NAME_3187,セレニティアーマー,Serenity Armor
ITEM_NAME_3188,サヴェッジアーマー,Savage Armor
ITEM_NAME_3189,フォウルアーマー,Foul Armor
ITEM_NAME_3190,ロイヤルサーコート,Royal Surcoat
ITEM_NAME_3191,クルーエルアーマー,Cruel Armor
ITEM_NAME_3192,獄卒のアームドベルト,Guardsman's Armbelt
ITEM_NAME_3193,グリプスアーマー,Gryphus Armor
ITEM_NAME_3194,ドーンプレート,Dawn Plate
ITEM_NAME_3195,フェイスアーマー,Faith Armor
ITEM_NAME_3196,シルバーキュイラス,Silver Cuirass
ITEM_NAME_3197,アルマグロリア,Arma Gloria
ITEM_NAME_3198,シャインスケイルコート,Shining Scale Coat
ITEM_NAME_3199,ドゥールスコルプス,Dolus Corpus
ITEM_NAME_3200,エクスクィジタ,Exquisita
ITEM_NAME_3201,フェンリルアーマー,Fenrir Armor
ITEM_NAME_3202,アンライバルドガルーダ,Unrivalled Guard
ITEM_NAME_3203,アミレックアーマー,Amilec Armor
ITEM_NAME_3204,ルベドコイル,Rubedo Coil
ITEM_NAME_3205,シャンピオーネ,Champione
ITEM_NAME_3206,魔獣のハーフプレート,Chimeric Half Plate
ITEM_NAME_3207,ソレムレッグ,Solemn Legs
ITEM_NAME_3208,レッドグリーブ,Red Greaves
ITEM_NAME_3209,ワイルドサバトン,Wild Sabatons
ITEM_NAME_3210,ドラグーンブーツ,Dragoon Boots
ITEM_NAME_3211,アイアングリーブ,Iron Greaves
ITEM_NAME_3212,スタディキュイス,Sturdy Cuisses
ITEM_NAME_3213,セレニティレッグ,Serenity Legs
ITEM_NAME_3214,サヴェッジグリーブ,Savage Greaves
ITEM_NAME_3215,フォウルグリーブ,Foul Greaves
ITEM_NAME_3216,ハウルサバトン,Howl Sabatons
ITEM_NAME_3217,クルーエルグリーブ,Cruel Greaves
ITEM_NAME_3218,獄卒のグリーブ,Guardsman's Greaves
ITEM_NAME_3219,グリプスグリーブ,Gryphus Greaves
ITEM_NAME_3220,サンセットキュイス,Sunset Cuisses
ITEM_NAME_3221,フェイスサバトン,Faith Sabatons
ITEM_NAME_3222,シルバーサバトン,Silver Sabatons
ITEM_NAME_3223,フートグロリア,Foot Gloria
ITEM_NAME_3224,ハイスケイルウィスカー,High Scale Whisker
ITEM_NAME_3225,フォルティスプロデスト,Fortis Prodesto
ITEM_NAME_3226,シングラリス,Singularis
ITEM_NAME_3227,フェンリルグリーブ,Fenrir Greaves
ITEM_NAME_3228,トレッドオブガルーダ,Tread of Garuda
ITEM_NAME_3229,アミレックサバトン,Amilec Sabatons
ITEM_NAME_3230,ルベドサバトン,Rubedo Sabatons
ITEM_NAME_3231,フィルスグリーブ,Philus Greaves
ITEM_NAME_3232,魔獣のサバトン,Chimeric Sabatons
ITEM_NAME_3233,ソレムアーム,Solemn Arms
ITEM_NAME_3234,ムルグアームガード,Murg Armguards
ITEM_NAME_3235,ワイルドガントレット,Wild Gauntlet
ITEM_NAME_3236,ドラグーンアーム,Dragoon Arms
ITEM_NAME_3237,スモーキーグラブ,Smoky Gloves
ITEM_NAME_3238,スタディガード,Sturdy Guard
ITEM_NAME_3239,セレニティアーム,Serenity Arms
ITEM_NAME_3240,グースネックアーム,Gooseneck Arm
ITEM_NAME_3241,ラプターガントレット,Raptor Gauntlets
ITEM_NAME_3242,スタディガントレット,Sturdy Gauntlets
ITEM_NAME_3243,クルーエルアーム,Cruel Arms
ITEM_NAME_3244,ブルートガントレット,Brute Gauntlets
ITEM_NAME_3245,グリプスガントレット,Gryphus Gauntlets
ITEM_NAME_3246,黄昏の篭手,Twilight Bracers
